"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Nível";"Cód.";"Município";"Ano x Produto das lavouras temporárias e permanentes"
"Nível";"Cód.";"Município";"2013";;;;;"2014";;;;;"2015"
"Nível";"Cód.";"Município";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Cana-de-açúcar";"Milho (em grão)";"Soja (em grão)";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Cana-de-açúcar";"Milho (em grão)";"Soja (em grão)";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Cana-de-açúcar";"Milho (em grão)";"Soja (em grão)"
"MU";"2205102";"Itaueira (PI)";"-";"-";"-";"6000";"-";"-";"-";"-";"5600";"-";"-";"-";"-";"6000";"-"
"MU";"2205151";"Jacobina do Piauí (PI)";"-";"80";"-";"1880";"-";"-";"-";"-";"1885";"-";"-";"-";"-";"2100";"-"
"MU";"2205201";"Jaicós (PI)";"-";"-";"-";"2241";"-";"-";"-";"-";"2300";"-";"-";"-";"-";"2300";"-"
"MU";"2205250";"Jardim do Mulato (PI)";"-";"-";"5";"370";"-";"-";"-";"5";"298";"-";"-";"-";"5";"300";"-"
"MU";"2205276";"Jatobá do Piauí (PI)";"-";"-";"-";"805";"-";"-";"-";"-";"805";"-";"-";"-";"-";"600";"-"
"MU";"2205300";"Jerumenha (PI)";"-";"-";"-";"25";"-";"-";"-";"-";"158";"-";"-";"-";"-";"152";"-"
"MU";"2205359";"João Costa (PI)";"-";"-";"-";"1673";"-";"-";"-";"-";"1171";"-";"-";"-";"-";"1673";"-"
"MU";"2205409";"Joaquim Pires (PI)";"-";"-";"-";"1056";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"1000";"-"
"MU";"2205458";"Joca Marques (PI)";"-";"-";"-";"168";"-";"-";"-";"-";"190";"-";"-";"-";"-";"190";"-"
"MU";"2205508";"José de Freitas (PI)";"-";"-";"3455";"1119";"-";"-";"-";"3788";"1125";"-";"-";"-";"3631";"1125";"-"
"MU";"2205516";"Juazeiro do Piauí (PI)";"-";"-";"-";"689";"-";"-";"-";"-";"558";"-";"-";"-";"-";"614";"-"
"MU";"2205524";"Júlio Borges (PI)";"-";"-";"-";"900";"-";"-";"-";"-";"700";"-";"-";"-";"-";"800";"-"
"MU";"2205532";"Jurema (PI)";"-";"-";"-";"2892";"-";"-";"-";"-";"2429";"-";"-";"-";"-";"1800";"-"
"MU";"2205540";"Lagoinha do Piauí (PI)";"-";"-";"-";"900";"-";"-";"-";"-";"400";"-";"-";"-";"-";"450";"-"
"MU";"2205557";"Lagoa Alegre (PI)";"-";"-";"-";"450";"-";"-";"-";"-";"462";"-";"-";"-";"-";"407";"-"
"MU";"2205565";"Lagoa do Barro do Piauí (PI)";"-";"-";"-";"868";"-";"-";"-";"-";"1447";"-";"-";"-";"-";"1447";"-"
"MU";"2205573";"Lagoa de São Francisco (PI)";"-";"-";"-";"781";"-";"-";"-";"-";"781";"-";"-";"-";"-";"781";"-"
"MU";"2205581";"Lagoa do Piauí (PI)";"-";"-";"-";"310";"-";"-";"-";"-";"325";"-";"-";"-";"-";"328";"-"
"MU";"2205599";"Lagoa do Sítio (PI)";"-";"-";"-";"1723";"-";"-";"-";"-";"4310";"-";"-";"-";"-";"3000";"-"
"MU";"2205607";"Landri Sales (PI)";"-";"760";"2";"610";"5860";"-";"-";"2";"4946";"5641";"-";"5680";"2";"240";"2500"
"MU";"2205706";"Luís Correia (PI)";"-";"-";"-";"2584";"-";"-";"-";"-";"2662";"-";"-";"-";"-";"2742";"-"
"MU";"2205805";"Luzilândia (PI)";"-";"-";"-";"1680";"-";"-";"-";"-";"1680";"-";"-";"-";"-";"1680";"-"
"MU";"2205854";"Madeiro (PI)";"-";"-";"-";"181";"-";"-";"-";"-";"199";"-";"-";"-";"-";"209";"-"
"MU";"2205904";"Manoel Emídio (PI)";"-";"-";"10";"2063";"-";"-";"-";"10";"351";"-";"-";"-";"5";"390";"-"
"MU";"2205953";"Marcolândia (PI)";"-";"5";"-";"500";"-";"-";"10";"-";"500";"-";"-";"-";"-";"500";"-"
"MU";"2206001";"Marcos Parente (PI)";"-";"-";"-";"304";"-";"-";"-";"-";"101";"-";"-";"-";"-";"69";"-"
"MU";"2206050";"Massapê do Piauí (PI)";"-";"-";"-";"1350";"-";"-";"5";"-";"1360";"-";"-";"-";"-";"1092";"-"
"MU";"2206100";"Matias Olímpio (PI)";"-";"-";"-";"450";"-";"-";"-";"-";"450";"-";"-";"-";"-";"405";"-"
"MU";"2206209";"Miguel Alves (PI)";"-";"-";"20";"1530";"-";"-";"-";"12";"1500";"-";"-";"-";"12";"1900";"-"
"MU";"2206308";"Miguel Leão (PI)";"-";"-";"-";"320";"300";"-";"-";"-";"350";"500";"-";"-";"-";"320";"-"
"MU";"2206357";"Milton Brandão (PI)";"-";"-";"8";"967";"-";"-";"-";"8";"972";"-";"-";"-";"8";"972";"-"
"MU";"2206407";"Monsenhor Gil (PI)";"-";"-";"13";"992";"-";"-";"-";"13";"1050";"-";"-";"-";"3";"1100";"-"
"MU";"2206506";"Monsenhor Hipólito (PI)";"-";"-";"-";"652";"-";"-";"-";"-";"550";"-";"-";"-";"-";"550";"-"
"MU";"2206605";"Monte Alegre do Piauí (PI)";"-";"-";"-";"4270";"20802";"-";"-";"-";"5295";"18816";"-";"-";"-";"3450";"21403"
"MU";"2206654";"Morro Cabeça no Tempo (PI)";"-";"-";"-";"900";"-";"-";"-";"-";"1200";"-";"-";"-";"-";"960";"-"
"MU";"2206670";"Morro do Chapéu do Piauí (PI)";"-";"-";"-";"700";"-";"-";"-";"-";"770";"-";"-";"-";"-";"886";"-"
"MU";"2206696";"Murici dos Portelas (PI)";"-";"-";"-";"1010";"-";"-";"-";"-";"1040";"-";"-";"-";"-";"988";"-"
"MU";"2206704";"Nazaré do Piauí (PI)";"-";"-";"4";"312";"-";"-";"-";"4";"240";"-";"-";"-";"-";"76";"-"
"MU";"2206720";"Nazária (PI)";"-";"-";"203";"585";"-";"-";"-";"203";"730";"-";"-";"-";"6";"724";"-"
"MU";"2206753";"Nossa Senhora de Nazaré (PI)";"-";"-";"-";"247";"-";"-";"-";"-";"259";"-";"-";"-";"-";"220";"-"
"MU";"2206803";"Nossa Senhora dos Remédios (PI)";"-";"-";"-";"560";"-";"-";"-";"-";"500";"-";"-";"-";"-";"500";"-"
"MU";"2206902";"Novo Oriente do Piauí (PI)";"-";"-";"8";"1438";"-";"-";"-";"8";"1026";"-";"-";"-";"8";"525";"-"
"MU";"2206951";"Novo Santo Antônio (PI)";"-";"-";"-";"655";"-";"-";"-";"-";"955";"-";"-";"-";"-";"655";"-"
"MU";"2207009";"Oeiras (PI)";"-";"-";"10";"3533";"-";"-";"-";"10";"3710";"-";"-";"-";"10";"2968";"-"
"MU";"2207108";"Olho D'Água do Piauí (PI)";"-";"-";"-";"860";"-";"-";"-";"-";"860";"-";"-";"-";"-";"602";"-"
"MU";"2207207";"Padre Marcos (PI)";"-";"40";"-";"1370";"-";"-";"17";"-";"1112";"-";"-";"15";"-";"1500";"-"
"MU";"2207306";"Paes Landim (PI)";"-";"-";"-";"1452";"-";"-";"-";"-";"1452";"-";"-";"-";"-";"726";"-"
"MU";"2207355";"Pajeú do Piauí (PI)";"-";"-";"13";"1200";"-";"-";"-";"20";"1200";"-";"-";"-";"10";"1200";"-"
"MU";"2207405";"Palmeira do Piauí (PI)";"-";"507";"300";"3361";"15474";"-";"506";"320";"2138";"18122";"-";"500";"300";"3735";"15470"
"MU";"2207504";"Palmeirais (PI)";"-";"-";"6";"2110";"-";"-";"-";"4";"2215";"220";"-";"-";"5";"1993";"417"
"MU";"2207553";"Paquetá (PI)";"-";"-";"30";"990";"-";"-";"-";"33";"900";"-";"-";"-";"38";"945";"-"
"MU";"2207603";"Parnaguá (PI)";"-";"-";"-";"2300";"-";"-";"-";"-";"2000";"-";"-";"-";"-";"2000";"-"
"MU";"2207702";"Parnaíba (PI)";"-";"-";"-";"158";"-";"-";"-";"-";"178";"-";"-";"-";"-";"187";"-"
"MU";"2207751";"Passagem Franca do Piauí (PI)";"-";"-";"-";"476";"-";"-";"-";"-";"551";"-";"-";"-";"-";"515";"-"
"MU";"2207777";"Patos do Piauí (PI)";"-";"-";"-";"1025";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"950";"-"
"MU";"2207793";"Pau D'Arco do Piauí (PI)";"-";"-";"-";"375";"-";"-";"-";"-";"380";"-";"-";"-";"-";"386";"-"
"MU";"2207801";"Paulistana (PI)";"-";"100";"-";"3010";"-";"-";"90";"-";"3311";"-";"-";"120";"-";"3600";"-"
"MU";"2207850";"Pavussu (PI)";"-";"-";"10";"1000";"-";"-";"-";"10";"800";"-";"-";"-";"5";"700";"-"
"MU";"2207900";"Pedro II (PI)";"-";"-";"54";"1829";"-";"-";"-";"54";"1829";"-";"-";"-";"54";"1829";"-"
"MU";"2207934";"Pedro Laurentino (PI)";"-";"-";"-";"835";"-";"-";"-";"-";"835";"-";"-";"-";"-";"835";"-"
"MU";"2207959";"Nova Santa Rita (PI)";"-";"-";"-";"2271";"-";"-";"-";"-";"2044";"-";"-";"-";"-";"1817";"-"
"MU";"2208007";"Picos (PI)";"-";"-";"16";"3900";"-";"-";"-";"18";"4000";"-";"-";"-";"21";"4200";"-"
"MU";"2208106";"Pimenteiras (PI)";"-";"-";"-";"2285";"-";"-";"-";"-";"2173";"-";"-";"-";"-";"2210";"-"
"MU";"2208205";"Pio IX (PI)";"-";"100";"-";"4000";"-";"-";"25";"-";"3970";"-";"-";"25";"-";"4600";"-"
"MU";"2208304";"Piracuruca (PI)";"-";"-";"-";"1346";"-";"-";"-";"-";"1546";"1050";"-";"-";"-";"1470";"1500"
"MU";"2208403";"Piripiri (PI)";"-";"-";"20";"2289";"-";"-";"-";"20";"2289";"-";"-";"-";"20";"2251";"-"
"MU";"2208502";"Porto (PI)";"-";"-";"-";"260";"-";"-";"-";"-";"260";"-";"-";"-";"-";"255";"-"
"MU";"2208551";"Porto Alegre do Piauí (PI)";"-";"-";"-";"642";"1800";"-";"-";"-";"774";"1800";"-";"-";"-";"326";"-"
"MU";"2208601";"Prata do Piauí (PI)";"-";"-";"-";"183";"-";"-";"-";"-";"100";"-";"-";"-";"-";"120";"-"
"MU";"2208650";"Queimada Nova (PI)";"-";"-";"2";"1800";"-";"-";"-";"-";"927";"-";"-";"-";"-";"1900";"-"
"MU";"2208700";"Redenção do Gurguéia (PI)";"-";"-";"45";"630";"1680";"-";"-";"35";"880";"1770";"-";"-";"25";"1115";"2890"
"MU";"2208809";"Regeneração (PI)";"-";"-";"-";"1650";"2500";"-";"-";"-";"690";"3700";"-";"-";"-";"1300";"4400"
"MU";"2208858";"Riacho Frio (PI)";"-";"-";"-";"506";"-";"-";"-";"-";"505";"-";"-";"-";"-";"505";"-"
"MU";"2208874";"Ribeira do Piauí (PI)";"-";"-";"-";"1173";"-";"-";"-";"-";"587";"-";"-";"-";"-";"704";"-"
"MU";"2208908";"Ribeiro Gonçalves (PI)";"-";"-";"60";"14623";"56005";"-";"-";"60";"18015";"65820";"-";"-";"65";"12249";"76242"
"MU";"2209005";"Rio Grande do Piauí (PI)";"-";"-";"6";"1800";"-";"-";"-";"6";"1800";"-";"-";"-";"6";"1800";"-"
"MU";"2209104";"Santa Cruz do Piauí (PI)";"-";"-";"-";"1741";"-";"-";"-";"-";"1306";"-";"-";"-";"-";"1219";"-"
"MU";"2209153";"Santa Cruz dos Milagres (PI)";"-";"-";"-";"500";"-";"-";"-";"-";"550";"-";"-";"-";"-";"550";"-"
"MU";"2209203";"Santa Filomena (PI)";"-";"1300";"50";"2148";"42047";"-";"-";"50";"6755";"48485";"-";"-";"50";"3731";"59595"
"MU";"2209302";"Santa Luz (PI)";"-";"-";"5";"2000";"-";"-";"-";"-";"1500";"-";"-";"-";"-";"1600";"-"
"MU";"2209351";"Santana do Piauí (PI)";"-";"-";"-";"990";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"1000";"-"
"MU";"2209377";"Santa Rosa do Piauí (PI)";"-";"-";"-";"1504";"-";"-";"-";"-";"1499";"-";"-";"-";"-";"1349";"-"
"MU";"2209401";"Santo Antônio de Lisboa (PI)";"-";"-";"-";"350";"-";"-";"-";"-";"390";"-";"-";"-";"-";"420";"-"
"MU";"2209450";"Santo Antônio dos Milagres (PI)";"-";"-";"-";"100";"-";"-";"-";"-";"100";"-";"-";"-";"-";"100";"-"
"MU";"2209500";"Santo Inácio do Piauí (PI)";"-";"-";"-";"986";"-";"-";"-";"-";"986";"-";"-";"-";"-";"983";"-"
"MU";"2209559";"São Braz do Piauí (PI)";"-";"-";"-";"1243";"-";"-";"-";"-";"1069";"-";"-";"-";"-";"983";"-"
"MU";"2209609";"São Félix do Piauí (PI)";"-";"-";"-";"594";"-";"-";"-";"-";"680";"-";"-";"-";"-";"750";"-"
"MU";"2209658";"São Francisco de Assis do Piauí (PI)";"-";"-";"-";"299";"-";"-";"20";"-";"995";"-";"-";"20";"-";"1045";"-"
"MU";"2209708";"São Francisco do Piauí (PI)";"-";"-";"-";"1925";"-";"-";"-";"-";"2021";"-";"-";"-";"-";"1614";"-"
"MU";"2209757";"São Gonçalo do Gurguéia (PI)";"-";"-";"-";"700";"200";"-";"-";"-";"1370";"230";"-";"-";"-";"685";"910"
"MU";"2209807";"São Gonçalo do Piauí (PI)";"-";"-";"-";"480";"-";"-";"-";"-";"480";"100";"-";"-";"-";"450";"102"
"MU";"2209856";"São João da Canabrava (PI)";"-";"-";"6";"1100";"-";"-";"-";"6";"770";"-";"-";"-";"6";"1100";"-"
"MU";"2209872";"São João da Fronteira (PI)";"-";"-";"-";"1003";"-";"-";"-";"-";"1003";"-";"-";"-";"-";"1003";"-"
"MU";"2209906";"São João da Serra (PI)";"-";"-";"-";"834";"-";"-";"-";"-";"917";"-";"-";"-";"-";"871";"-"
"MU";"2209955";"São João da Varjota (PI)";"-";"-";"10";"1479";"-";"-";"-";"10";"1479";"-";"-";"-";"10";"1183";"-"
"MU";"2209971";"São João do Arraial (PI)";"-";"-";"-";"300";"-";"-";"-";"-";"280";"-";"-";"-";"-";"280";"-"
"MU";"2210003";"São João do Piauí (PI)";"-";"-";"-";"1679";"-";"-";"-";"-";"1649";"-";"-";"3";"-";"1649";"-"
"MU";"2210052";"São José do Divino (PI)";"-";"-";"-";"700";"-";"-";"-";"-";"700";"-";"-";"-";"-";"700";"-"
"MU";"2210102";"São José do Peixe (PI)";"-";"-";"-";"739";"-";"-";"-";"-";"680";"-";"-";"-";"-";"705";"-"
"MU";"2210201";"São José do Piauí (PI)";"-";"-";"-";"1910";"-";"-";"-";"-";"1920";"-";"-";"-";"-";"2005";"-"
"MU";"2210300";"São Julião (PI)";"-";"25";"-";"1490";"-";"-";"10";"-";"1500";"-";"-";"-";"-";"1500";"-"
"MU";"2210359";"São Lourenço do Piauí (PI)";"-";"-";"-";"437";"-";"-";"-";"-";"371";"-";"-";"-";"-";"425";"-"
"MU";"2210375";"São Luis do Piauí (PI)";"-";"-";"-";"950";"-";"-";"-";"-";"980";"-";"-";"-";"-";"1020";"-"
"MU";"2210383";"São Miguel da Baixa Grande (PI)";"-";"-";"-";"273";"-";"-";"-";"-";"350";"-";"-";"-";"-";"320";"-"
"MU";"2210391";"São Miguel do Fidalgo (PI)";"-";"-";"-";"620";"-";"-";"-";"-";"441";"-";"-";"-";"-";"640";"-"
"MU";"2210409";"São Miguel do Tapuio (PI)";"-";"-";"160";"4037";"-";"-";"-";"144";"3230";"-";"-";"-";"100";"2907";"-"
"MU";"2210508";"São Pedro do Piauí (PI)";"-";"-";"10";"1000";"-";"-";"-";"10";"1000";"-";"-";"-";"5";"800";"-"
"MU";"2210607";"São Raimundo Nonato (PI)";"-";"-";"-";"2716";"-";"-";"-";"-";"2532";"-";"-";"-";"-";"1000";"-"
"MU";"2210623";"Sebastião Barros (PI)";"-";"-";"-";"540";"140";"-";"-";"-";"540";"150";"-";"-";"-";"440";"270"
"MU";"2210631";"Sebastião Leal (PI)";"-";"3031";"-";"3801";"13069";"-";"-";"-";"8970";"16521";"-";"-";"-";"8655";"18708"
"MU";"2210656";"Sigefredo Pacheco (PI)";"-";"-";"-";"2380";"-";"-";"-";"-";"1333";"-";"-";"-";"-";"1840";"-"
"MU";"2210706";"Simões (PI)";"-";"165";"-";"3585";"-";"-";"330";"-";"3585";"-";"-";"330";"-";"4000";"-"
"MU";"2210805";"Simplício Mendes (PI)";"-";"-";"-";"2316";"-";"-";"-";"-";"2316";"-";"-";"-";"-";"2316";"-"
"MU";"2210904";"Socorro do Piauí (PI)";"-";"-";"-";"1270";"-";"-";"-";"-";"1270";"-";"-";"-";"-";"1016";"-"
"MU";"2210938";"Sussuapara (PI)";"-";"-";"-";"641";"-";"-";"-";"-";"615";"-";"-";"-";"-";"645";"-"
"MU";"2210953";"Tamboril do Piauí (PI)";"-";"-";"2";"1200";"-";"-";"-";"2";"1200";"-";"-";"-";"2";"1000";"-"
"MU";"2210979";"Tanque do Piauí (PI)";"-";"-";"5";"671";"-";"-";"-";"5";"738";"-";"-";"-";"5";"775";"-"
"MU";"2211001";"Teresina (PI)";"-";"-";"2861";"1200";"-";"-";"-";"2783";"1440";"-";"-";"-";"2838";"1368";"-"
"MU";"2211100";"União (PI)";"-";"-";"5213";"1780";"-";"-";"-";"5216";"2080";"-";"-";"-";"5694";"2080";"-"
"MU";"2211209";"Uruçuí (PI)";"-";"1406";"10";"43672";"100636";"-";"6480";"10";"44007";"111407";"-";"2372";"10";"53037";"125740"
"MU";"2211308";"Valença do Piauí (PI)";"-";"-";"16";"432";"-";"-";"-";"16";"661";"-";"-";"-";"11";"525";"-"
"MU";"2211357";"Várzea Branca (PI)";"-";"-";"-";"984";"-";"-";"-";"-";"886";"-";"-";"-";"-";"920";"-"
"MU";"2211407";"Várzea Grande (PI)";"-";"-";"5";"430";"-";"-";"-";"5";"435";"-";"-";"-";"5";"430";"-"
"MU";"2211506";"Vera Mendes (PI)";"-";"-";"-";"1380";"-";"-";"-";"-";"1390";"-";"-";"-";"-";"1490";"-"
"MU";"2211605";"Vila Nova do Piauí (PI)";"-";"-";"-";"1600";"-";"-";"-";"-";"1020";"-";"-";"-";"-";"1200";"-"
"MU";"2211704";"Wall Ferraz (PI)";"-";"-";"-";"2184";"-";"-";"-";"-";"1090";"-";"-";"-";"-";"218";"-"
"MU";"2300101";"Abaiara (CE)";"-";"-";"2";"1436";"-";"-";"-";"2";"1490";"-";"-";"-";"2";"738";"-"
"MU";"2300150";"Acarape (CE)";"-";"-";"150";"339";"-";"-";"-";"-";"425";"-";"-";"-";"-";"395";"-"
"MU";"2300200";"Acaraú (CE)";"-";"-";"-";"2300";"-";"-";"-";"-";"2154";"-";"-";"-";"-";"2375";"-"
"MU";"2300309";"Acopiara (CE)";"-";"38";"28";"10810";"-";"-";"20";"25";"10820";"-";"-";"10";"25";"15000";"-"
"MU";"2300408";"Aiuaba (CE)";"-";"19";"-";"4744";"-";"-";"5";"10";"7533";"-";"-";"-";"2";"7400";"-"
"MU";"2300507";"Alcântaras (CE)";"-";"-";"55";"545";"-";"-";"-";"30";"300";"-";"-";"-";"20";"450";"-"
"MU";"2300606";"Altaneira (CE)";"-";"-";"-";"1010";"-";"-";"-";"-";"890";"-";"-";"-";"-";"700";"-"
"MU";"2300705";"Alto Santo (CE)";"-";"-";"-";"168";"-";"-";"-";"-";"41";"-";"-";"-";"-";"229";"-"
"MU";"2300754";"Amontada (CE)";"-";"-";"14";"4666";"-";"-";"-";"-";"4960";"-";"-";"-";"-";"5200";"-"
"MU";"2300804";"Antonina do Norte (CE)";"-";"-";"-";"299";"-";"-";"-";"-";"900";"-";"-";"-";"-";"400";"-"
"MU";"2300903";"Apuiarés (CE)";"-";"-";"-";"427";"-";"-";"-";"-";"865";"-";"-";"-";"-";"900";"-"
"MU";"2301000";"Aquiraz (CE)";"-";"-";"1270";"45";"-";"-";"-";"1270";"161";"-";"-";"-";"1270";"128";"-"
"MU";"2301109";"Aracati (CE)";"-";"-";"45";"507";"-";"-";"-";"30";"860";"-";"-";"-";"20";"796";"-"
"MU";"2301208";"Aracoiaba (CE)";"-";"-";"26";"907";"-";"-";"-";"26";"3026";"-";"-";"-";"26";"1566";"-"
"MU";"2301257";"Ararendá (CE)";"-";"-";"40";"1200";"-";"-";"-";"40";"1190";"-";"-";"-";"40";"1600";"-"
"MU";"2301307";"Araripe (CE)";"-";"-";"5";"2008";"-";"-";"-";"7";"2900";"-";"-";"-";"7";"2800";"-"
"MU";"2301406";"Aratuba (CE)";"-";"-";"154";"865";"-";"-";"-";"154";"1100";"-";"-";"-";"154";"1130";"-"
"MU";"2301505";"Arneiroz (CE)";"-";"-";"-";"630";"-";"-";"-";"-";"1448";"-";"-";"-";"-";"1810";"-"
"MU";"2301604";"Assaré (CE)";"-";"-";"-";"5332";"-";"-";"-";"-";"5100";"-";"-";"-";"-";"4600";"-"
"MU";"2301703";"Aurora (CE)";"-";"-";"15";"3040";"-";"-";"-";"15";"2300";"-";"-";"-";"12";"600";"-"
"MU";"2301802";"Baixio (CE)";"-";"-";"-";"582";"-";"-";"-";"-";"628";"-";"-";"-";"-";"526";"-"
"MU";"2301851";"Banabuiú (CE)";"-";"-";"-";"300";"-";"-";"-";"-";"540";"-";"-";"10";"-";"880";"-"
"MU";"2301901";"Barbalha (CE)";"-";"-";"200";"449";"-";"-";"-";"250";"718";"-";"-";"-";"200";"538";"-"
"MU";"2301950";"Barreira (CE)";"-";"-";"15";"430";"-";"-";"-";"15";"480";"-";"-";"-";"15";"450";"-"
"MU";"2302008";"Barro (CE)";"-";"6";"20";"928";"-";"-";"-";"10";"1094";"-";"-";"-";"5";"1000";"-"
"MU";"2302057";"Barroquinha (CE)";"-";"-";"-";"844";"-";"-";"-";"-";"1003";"-";"-";"-";"-";"1000";"-"
"MU";"2302107";"Baturité (CE)";"-";"-";"302";"2621";"-";"-";"-";"302";"3620";"-";"-";"-";"302";"3590";"-"
"MU";"2302206";"Beberibe (CE)";"-";"-";"400";"1750";"-";"-";"-";"530";"2100";"-";"-";"-";"350";"2580";"-"
"MU";"2302305";"Bela Cruz (CE)";"-";"-";"-";"3116";"-";"-";"-";"-";"3340";"-";"-";"-";"-";"3350";"-"
"MU";"2302404";"Boa Viagem (CE)";"-";"-";"165";"6696";"-";"-";"-";"185";"9989";"-";"-";"-";"18";"13753";"-"
"MU";"2302503";"Brejo Santo (CE)";"-";"-";"7";"3874";"-";"-";"-";"7";"2046";"-";"-";"-";"8";"1900";"-"
"MU";"2302602";"Camocim (CE)";"-";"-";"15";"2696";"-";"-";"-";"18";"3340";"-";"-";"-";"-";"3292";"-"
"MU";"2302701";"Campos Sales (CE)";"-";"-";"-";"5500";"-";"-";"-";"-";"5500";"-";"-";"-";"-";"3800";"-"
"MU";"2302800";"Canindé (CE)";"-";"-";"109";"6594";"-";"-";"-";"159";"10405";"-";"-";"-";"20";"10122";"-"
"MU";"2302909";"Capistrano (CE)";"-";"-";"16";"2535";"-";"-";"-";"16";"4592";"-";"-";"-";"16";"3635";"-"
"MU";"2303006";"Caridade (CE)";"-";"-";"7";"1391";"-";"-";"-";"70";"1853";"-";"-";"-";"2";"5255";"-"
"MU";"2303105";"Cariré (CE)";"-";"-";"-";"2967";"-";"-";"-";"-";"2592";"-";"-";"-";"-";"3195";"-"
"MU";"2303204";"Caririaçu (CE)";"-";"-";"2";"1216";"-";"-";"-";"2";"1216";"-";"-";"-";"-";"1100";"-"
"MU";"2303303";"Cariús (CE)";"-";"-";"8";"1363";"-";"-";"-";"7";"2500";"-";"-";"-";"7";"2400";"-"
"MU";"2303402";"Carnaubal (CE)";"-";"-";"210";"900";"-";"-";"-";"210";"500";"-";"-";"-";"120";"350";"-"
"MU";"2303501";"Cascavel (CE)";"-";"-";"1090";"600";"-";"-";"-";"1090";"800";"-";"-";"-";"790";"540";"-"
"MU";"2303600";"Catarina (CE)";"-";"42";"2";"3120";"-";"-";"5";"70";"3060";"-";"-";"5";"70";"3500";"-"
"MU";"2303659";"Catunda (CE)";"-";"-";"30";"2037";"-";"-";"-";"40";"4532";"-";"-";"-";"20";"5295";"-"
"MU";"2303709";"Caucaia (CE)";"-";"-";"150";"1603";"-";"-";"-";"150";"2500";"-";"-";"-";"50";"1050";"-"
"MU";"2303808";"Cedro (CE)";"-";"-";"5";"717";"-";"-";"-";"5";"2870";"-";"-";"-";"30";"1336";"-"
"MU";"2303907";"Chaval (CE)";"-";"-";"-";"492";"-";"-";"-";"-";"400";"-";"-";"-";"-";"410";"-"
"MU";"2303931";"Choró (CE)";"-";"2";"-";"420";"-";"-";"20";"-";"741";"-";"-";"15";"-";"1500";"-"
"MU";"2303956";"Chorozinho (CE)";"-";"-";"22";"403";"-";"-";"-";"15";"1112";"-";"-";"-";"15";"1090";"-"
"MU";"2304004";"Coreaú (CE)";"-";"-";"5";"1130";"-";"-";"-";"1";"1080";"-";"-";"-";"1";"1200";"-"
"MU";"2304103";"Crateús (CE)";"-";"-";"7";"6849";"-";"-";"-";"-";"17159";"-";"-";"-";"-";"16090";"-"
"MU";"2304202";"Crato (CE)";"-";"-";"1300";"2220";"-";"-";"-";"650";"3000";"-";"-";"-";"500";"2000";"-"
"MU";"2304236";"Croatá (CE)";"-";"-";"18";"1300";"-";"-";"-";"10";"1865";"-";"-";"-";"10";"1008";"-"
"MU";"2304251";"Cruz (CE)";"-";"-";"-";"1600";"-";"-";"-";"-";"1650";"-";"-";"-";"-";"1570";"-"
"MU";"2304269";"Deputado Irapuan Pinheiro (CE)";"-";"85";"-";"2960";"-";"-";"5";"100";"4745";"-";"-";"-";"100";"4717";"-"
"MU";"2304277";"Ereré (CE)";"-";"-";"-";"460";"-";"-";"-";"-";"563";"-";"-";"-";"-";"700";"-"
"MU";"2304285";"Eusébio (CE)";"-";"-";"42";"45";"-";"-";"-";"42";"30";"-";"-";"-";"2";"29";"-"
"MU";"2304301";"Farias Brito (CE)";"-";"-";"-";"2200";"-";"-";"-";"10";"4125";"-";"-";"-";"6";"2250";"-"
"MU";"2304350";"Forquilha (CE)";"-";"-";"-";"820";"-";"-";"-";"-";"1200";"-";"-";"2";"-";"1400";"-"
"MU";"2304400";"Fortaleza (CE)";"-";"-";"-";"10";"-";"-";"-";"-";"3";"-";"-";"-";"-";"3";"-"
"MU";"2304459";"Fortim (CE)";"-";"-";"-";"496";"-";"-";"-";"-";"420";"-";"-";"-";"-";"760";"-"
"MU";"2304509";"Frecheirinha (CE)";"-";"5";"22";"1600";"-";"-";"-";"10";"1020";"-";"-";"-";"10";"1400";"-"
"MU";"2304608";"General Sampaio (CE)";"-";"-";"-";"728";"-";"-";"-";"-";"820";"-";"-";"-";"-";"819";"-"
"MU";"2304657";"Graça (CE)";"-";"-";"32";"2065";"-";"-";"-";"32";"2730";"-";"-";"-";"10";"3000";"-"
"MU";"2304707";"Granja (CE)";"-";"-";"20";"8655";"-";"-";"-";"15";"7500";"-";"-";"-";"15";"7050";"-"
"MU";"2304806";"Granjeiro (CE)";"-";"-";"4";"529";"-";"-";"-";"4";"595";"-";"-";"-";"30";"610";"-"
"MU";"2304905";"Groaíras (CE)";"-";"-";"-";"100";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"950";"-"
"MU";"2304954";"Guaiúba (CE)";"-";"-";"60";"500";"-";"-";"-";"60";"1110";"-";"-";"-";"60";"588";"-"
"MU";"2305001";"Guaraciaba do Norte (CE)";"-";"-";"2450";"1300";"-";"-";"-";"2000";"1720";"-";"-";"-";"1500";"1490";"-"
