zona_id,zona_nome,ano_inicio,ano_fim,par_anos,codigo_transicao,transicao,n_pixels,area_km2
1401,Boa Vista,2017,2018,2017_2018,315,floresta_para_pastagem,166589,149.9301
1401,Boa Vista,2017,2018,2017_2018,339,floresta_para_soja,11,0.0099
1401,Boa Vista,2017,2018,2017_2018,341,floresta_para_outras_temp,1903,1.7127
1401,Boa Vista,2017,2018,2017_2018,415,savana_para_pastagem,324,0.2916
1401,Boa Vista,2017,2018,2017_2018,441,savana_para_outras_temp,153,0.1377
1401,Boa Vista,2017,2018,2017_2018,1539,pastagem_para_soja,179,0.1611
1401,Boa Vista,2017,2018,2017_2018,1541,pastagem_para_outras_temp,23844,21.4596
1401,Boa Vista,2017,2018,2017_2018,1525,pastagem_para_veg_sec,298,0.2682
1401,Boa Vista,2017,2018,2017_2018,325,floresta_para_veg_sec,4,0.0036
1401,Boa Vista,2017,2018,2017_2018,303,floresta_estavel,74683672,67215.3048
1401,Boa Vista,2017,2018,2017_2018,1515,pastagem_estavel,3851397,3466.2573
1401,Boa Vista,2017,2018,2017_2018,3939,soja_estavel,198491,178.6419
1401,Boa Vista,2017,2018,2017_2018,404,savana_estavel,84982,76.4838
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,315,floresta_para_pastagem,3847,3.4623
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,341,floresta_para_outras_temp,344,0.3096
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,415,savana_para_pastagem,29,0.0261
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,1539,pastagem_para_soja,105,0.0945
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,1541,pastagem_para_outras_temp,315,0.2835
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,1525,pastagem_para_veg_sec,986,0.8874
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,3925,soja_para_veg_sec,1,0.0009
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,325,floresta_para_veg_sec,132,0.1188
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,303,floresta_estavel,65232653,58709.3877
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,1515,pastagem_estavel,278760,250.884
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,3939,soja_estavel,21262,19.1358
1602,Oiapoque - Porto Grande,2017,2018,2017_2018,404,savana_estavel,9526,8.5734
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,315,floresta_para_pastagem,208822,187.9398
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,341,floresta_para_outras_temp,352,0.3168
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,415,savana_para_pastagem,767,0.6903
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,1539,pastagem_para_soja,3,0.0027
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,1541,pastagem_para_outras_temp,1465,1.3185
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,1525,pastagem_para_veg_sec,1047,0.9423
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,325,floresta_para_veg_sec,57,0.0513
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,303,floresta_estavel,81841577,73657.4193
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,1515,pastagem_estavel,3936469,3542.8221
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,3939,soja_estavel,903,0.8127
1402,Rorainópolis - Caracaraí,2017,2018,2017_2018,404,savana_estavel,38689,34.8201
1505,Santarém,2017,2018,2017_2018,315,floresta_para_pastagem,1132545,1019.2905
1505,Santarém,2017,2018,2017_2018,339,floresta_para_soja,197,0.1773
1505,Santarém,2017,2018,2017_2018,341,floresta_para_outras_temp,3509,3.1581
1505,Santarém,2017,2018,2017_2018,415,savana_para_pastagem,5913,5.3217
1505,Santarém,2017,2018,2017_2018,441,savana_para_outras_temp,693,0.6237
1505,Santarém,2017,2018,2017_2018,1539,pastagem_para_soja,3313,2.9817
1505,Santarém,2017,2018,2017_2018,1541,pastagem_para_outras_temp,59340,53.406
1505,Santarém,2017,2018,2017_2018,1525,pastagem_para_veg_sec,10579,9.5211
1505,Santarém,2017,2018,2017_2018,3925,soja_para_veg_sec,7,0.0063
1505,Santarém,2017,2018,2017_2018,325,floresta_para_veg_sec,1607,1.4463
1505,Santarém,2017,2018,2017_2018,303,floresta_estavel,414764783,373288.3047
1505,Santarém,2017,2018,2017_2018,1515,pastagem_estavel,24855129,22369.6161
1505,Santarém,2017,2018,2017_2018,3939,soja_estavel,565582,509.0238
1505,Santarém,2017,2018,2017_2018,404,savana_estavel,4615770,4154.193
1506,Altamira,2017,2018,2017_2018,315,floresta_para_pastagem,1264413,1137.9717
1506,Altamira,2017,2018,2017_2018,339,floresta_para_soja,7,0.0063
1506,Altamira,2017,2018,2017_2018,341,floresta_para_outras_temp,3362,3.0258
1506,Altamira,2017,2018,2017_2018,415,savana_para_pastagem,15080,13.572
1506,Altamira,2017,2018,2017_2018,439,savana_para_soja,17,0.0153
1506,Altamira,2017,2018,2017_2018,441,savana_para_outras_temp,1487,1.3383
1506,Altamira,2017,2018,2017_2018,1539,pastagem_para_soja,1071,0.9639
1506,Altamira,2017,2018,2017_2018,1541,pastagem_para_outras_temp,42587,38.3283
1506,Altamira,2017,2018,2017_2018,1525,pastagem_para_veg_sec,4075,3.6675
1506,Altamira,2017,2018,2017_2018,3925,soja_para_veg_sec,1,0.0009
1506,Altamira,2017,2018,2017_2018,325,floresta_para_veg_sec,510,0.459
1506,Altamira,2017,2018,2017_2018,303,floresta_estavel,294245653,264821.0877
1506,Altamira,2017,2018,2017_2018,1515,pastagem_estavel,19871821,17884.6389
1506,Altamira,2017,2018,2017_2018,3939,soja_estavel,22359,20.1231
1506,Altamira,2017,2018,2017_2018,404,savana_estavel,1960904,1764.8136
1601,Macapá,2017,2018,2017_2018,315,floresta_para_pastagem,684,0.6156
1601,Macapá,2017,2018,2017_2018,341,floresta_para_outras_temp,10,0.009
1601,Macapá,2017,2018,2017_2018,1541,pastagem_para_outras_temp,53,0.0477
1601,Macapá,2017,2018,2017_2018,1525,pastagem_para_veg_sec,281,0.2529
1601,Macapá,2017,2018,2017_2018,325,floresta_para_veg_sec,56,0.0504
1601,Macapá,2017,2018,2017_2018,303,floresta_estavel,46207307,41586.5763
1601,Macapá,2017,2018,2017_2018,1515,pastagem_estavel,120914,108.8226
1601,Macapá,2017,2018,2017_2018,3939,soja_estavel,64140,57.726
1601,Macapá,2017,2018,2017_2018,404,savana_estavel,2213,1.9917
1301,Manaus,2017,2018,2017_2018,315,floresta_para_pastagem,85944,77.3496
1301,Manaus,2017,2018,2017_2018,341,floresta_para_outras_temp,33,0.0297
