zona_id,zona_nome,ano_inicio,ano_fim,par_anos,codigo_transicao,transicao,n_pixels,area_km2
1401,Boa Vista,2010,2011,2010_2011,315,floresta_para_pastagem,82524,74.2716
1401,Boa Vista,2010,2011,2010_2011,341,floresta_para_outras_temp,1213,1.0917
1401,Boa Vista,2010,2011,2010_2011,415,savana_para_pastagem,511,0.4599
1401,Boa Vista,2010,2011,2010_2011,441,savana_para_outras_temp,77,0.0693
1401,Boa Vista,2010,2011,2010_2011,1539,pastagem_para_soja,59,0.0531
1401,Boa Vista,2010,2011,2010_2011,1541,pastagem_para_outras_temp,2016,1.8144
1401,Boa Vista,2010,2011,2010_2011,1525,pastagem_para_veg_sec,676,0.6084
1401,Boa Vista,2010,2011,2010_2011,325,floresta_para_veg_sec,21,0.0189
1401,Boa Vista,2010,2011,2010_2011,303,floresta_estavel,75287100,67758.39
1401,Boa Vista,2010,2011,2010_2011,1515,pastagem_estavel,3492083,3142.8747
1401,Boa Vista,2010,2011,2010_2011,3939,soja_estavel,9216,8.2944
1401,Boa Vista,2010,2011,2010_2011,404,savana_estavel,80456,72.4104
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,315,floresta_para_pastagem,3951,3.5559
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,341,floresta_para_outras_temp,504,0.4536
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,415,savana_para_pastagem,16,0.0144
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,1541,pastagem_para_outras_temp,177,0.1593
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,1525,pastagem_para_veg_sec,475,0.4275
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,325,floresta_para_veg_sec,90,0.081
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,303,floresta_estavel,65243179,58718.8611
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,1515,pastagem_estavel,326538,293.8842
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,3939,soja_estavel,5,0.0045
1602,Oiapoque - Porto Grande,2010,2011,2010_2011,404,savana_estavel,9435,8.4915
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,315,floresta_para_pastagem,78921,71.0289
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,341,floresta_para_outras_temp,453,0.4077
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,415,savana_para_pastagem,347,0.3123
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,1525,pastagem_para_veg_sec,751,0.6759
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,325,floresta_para_veg_sec,157,0.1413
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,303,floresta_estavel,82842961,74558.6649
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,1515,pastagem_estavel,3092849,2783.5641
1402,Rorainópolis - Caracaraí,2010,2011,2010_2011,404,savana_estavel,35909,32.3181
1505,Santarém,2010,2011,2010_2011,315,floresta_para_pastagem,638375,574.5375
1505,Santarém,2010,2011,2010_2011,341,floresta_para_outras_temp,1737,1.5633
1505,Santarém,2010,2011,2010_2011,415,savana_para_pastagem,2423,2.1807
