zona_id,zona_nome,ano_inicio,ano_fim,par_anos,codigo_transicao,transicao,n_pixels,area_km2
1401,Boa Vista,2021,2022,2021_2022,315,floresta_para_pastagem,107908,97.1172
1401,Boa Vista,2021,2022,2021_2022,339,floresta_para_soja,24,0.0216
1401,Boa Vista,2021,2022,2021_2022,341,floresta_para_outras_temp,1117,1.0053
1401,Boa Vista,2021,2022,2021_2022,415,savana_para_pastagem,2760,2.484
1401,Boa Vista,2021,2022,2021_2022,439,savana_para_soja,1,0.0009
1401,Boa Vista,2021,2022,2021_2022,441,savana_para_outras_temp,27,0.0243
1401,Boa Vista,2021,2022,2021_2022,1539,pastagem_para_soja,54,0.0486
1401,Boa Vista,2021,2022,2021_2022,1541,pastagem_para_outras_temp,2518,2.2662
1401,Boa Vista,2021,2022,2021_2022,1525,pastagem_para_veg_sec,290,0.261
1401,Boa Vista,2021,2022,2021_2022,3925,soja_para_veg_sec,5,0.0045
1401,Boa Vista,2021,2022,2021_2022,325,floresta_para_veg_sec,4331,3.8979
1401,Boa Vista,2021,2022,2021_2022,303,floresta_estavel,74238891,66815.0019
1401,Boa Vista,2021,2022,2021_2022,1515,pastagem_estavel,4268547,3841.6923
1401,Boa Vista,2021,2022,2021_2022,3939,soja_estavel,821686,739.5174
1401,Boa Vista,2021,2022,2021_2022,404,savana_estavel,88739,79.8651
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,315,floresta_para_pastagem,12728,11.4552
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,341,floresta_para_outras_temp,79,0.0711
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,415,savana_para_pastagem,43,0.0387
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,1541,pastagem_para_outras_temp,23,0.0207
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,1525,pastagem_para_veg_sec,372,0.3348
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,325,floresta_para_veg_sec,450,0.405
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,303,floresta_estavel,65204831,58684.3479
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,1515,pastagem_estavel,255382,229.8438
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,3939,soja_estavel,68475,61.6275
1602,Oiapoque - Porto Grande,2021,2022,2021_2022,404,savana_estavel,9811,8.8299
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,315,floresta_para_pastagem,293052,263.7468
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,341,floresta_para_outras_temp,174,0.1566
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,415,savana_para_pastagem,3147,2.8323
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,1539,pastagem_para_soja,31,0.0279
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,1541,pastagem_para_outras_temp,1305,1.1745
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,1525,pastagem_para_veg_sec,998,0.8982
1402,Rorainópolis - Caracaraí,2021,2022,2021_2022,325,floresta_para_veg_sec,745,0.6705
